GEO_SPATIAL_KEY,NODE_TYPE,NODE_DESC,NODE_TRANSPORT,LONGITUDE,LATITUDE
19099,station,Opposite Singapore Polytechnic,BUS,103.7819252,1.3069879
20011,station,Blk 506,BUS,103.7612183,1.3131549
20019,station,Blk 431,BUS,103.7614385,1.3137233
20021,station,Hong Leong Shopping Centre,BUS,103.7579047,1.3167036
20029,station,Opposite Hong Leong Shopping Centre,BUS,103.7576845,1.3177591
20031,station,The Infiniti,BUS,103.754672,1.320612
20039,station,Opposite The Infiniti,BUS,103.75467,1.321049
20051,station,Cycle & Carriage,BUS,103.7476301,1.3226049
20059,station,Opposite Cycle & Carriage,BUS,103.7476979,1.3233329
20061,station,After Jurong Town Hall Road,BUS,103.7430496,1.323782
20069,station,Before Jurong Town Hall Road,BUS,103.7441676,1.3240534
20081,station,Carrier Singapore,BUS,103.7387945,1.3265465
20089,station,Opposite Carrier Singapore,BUS,103.739289,1.326956
20101,station,Nan Hua Primary School,BUS,103.7621679,1.3198367
20109,station,Blk 203,BUS,103.7620296,1.3208092
20121,station,Opposite Blk 51,BUS,103.7371477,1.3202102
20129,station,Between Blks 50/51,BUS,103.7374238,1.320419
20131,station,Singapore Food Industries Building,BUS,103.7518463,1.3155812
20139,station,Opposite Angliss Building,BUS,103.7520437,1.3158392
20141,station,Opposite Blk 408,BUS,103.7487543,1.3177079
20149,station,Blk 408,BUS,103.7489731,1.3179426
20151,station,Opposite Blk 411,BUS,103.7461958,1.3182753
20159,station,Blk 411,BUS,103.7464942,1.3184707
20161,station,Opposite Blks 34/35,BUS,103.742154,1.3192258
20169,station,Blk 35,BUS,103.7427185,1.3192105
20171,station,Opposite Blk 47,BUS,103.7397213,1.3197138
20179,station,After Teban Gardens Road,BUS,103.7392139,1.3200336
20181,station,Ayer Rajah Community Club,BUS,103.7475548,1.3205008
20189,station,Opposite Ayer Rajah Community Club,BUS,103.7473154,1.3203116
20191,station,Blk 407,BUS,103.7484549,1.3191417
20199,station,Blk 410,BUS,103.748229,1.3190679
20201,station,Teban Garden Post Office,BUS,103.7434083,1.321174
20209,station,Opposite Pandan Primary School,BUS,103.7443499,1.3204047
20211,station,Blk 41,BUS,103.7418596,1.321762
20219,station,Before Blk 11,BUS,103.7414588,1.3220792
20231,station,Before Hasanah Mosque,BUS,103.7396858,1.3222592
20239,station,After Hasanah Mosque,BUS,103.7394143,1.3225189
20241,station,Opposite Blk 51,BUS,103.736434,1.321205
20249,station,Blk 54,BUS,103.7367091,1.3216044
20251,station,Before Teban Gardens Road,BUS,103.7445142,1.3197774
20259,station,Commonwealth Secondary School,BUS,103.7449228,1.3197656
20261,station,Blk 2,BUS,103.7454655,1.3215949
20269,station,Opposite Blk 2,BUS,103.7458338,1.3215094
20271,station,Opposite German Centre,BUS,103.7455962,1.3251287
20281,station,Opposite The Japanese Secondary School,BUS,103.7551254,1.3119018
20289,station,The Japanese Secondary School,BUS,103.7550536,1.3125527
20291,station,Tanglin Secondary School,BUS,103.7576766,1.3109145
20299,station,Opposite Tanglin Secondary School,BUS,103.7585731,1.3109343
20309,station,Blk 19,BUS,103.7540491,1.3106177
20311,station,Opp Blk 24,BUS,103.752737,1.312486
20319,station,Blk 24,BUS,103.7528566,1.3125656
20329,station,Singapore Food Industrial,BUS,103.7510029,1.3150359
20331,station,Vejoil Private Limited,BUS,103.749245,1.3132269
20341,station,Pan Tech Industrial Complex,BUS,103.7505301,1.3118791
21011,station,After Jurong Lake,BUS,103.728669,1.3253122
21019,station,After Yuan Ching Road,BUS,103.727141,1.325557
21021,station,Before Jurong Port Road,BUS,103.7239611,1.3242203
21029,station,After Corporation Place,BUS,103.7217265,1.3243114
21041,station,After Jalan Terusan,BUS,103.7201029,1.320817
21049,station,Before Jalan Terusan,BUS,103.7202594,1.3209529
21069,station,Before Jalan Tepong,BUS,103.7191831,1.3124013
21071,station,Jurong Abattoir,BUS,103.7223063,1.3139328
21079,station,Opposite Jurong Abattoir,BUS,103.722791,1.313446
21089,station,Before Jalan Buroh,BUS,103.722836,1.3115983
21099,station,Jurong Island Checkpoint,BUS,103.7113392,1.3100779
21109,station,Central Fish Processing Factory,BUS,103.7211089,1.3109196
21111,station,After Jurong Pier Road,BUS,103.7124344,1.314437
21119,station,Before Jurong Pier Road,BUS,103.7120573,1.3139762
21121,station,SPC Service Station,BUS,103.7160305,1.3147285
21129,station,Opposite SPC Service Station,BUS,103.7149336,1.3142092
21131,station,Before Jurong Port Road,BUS,103.7179918,1.3147273
21139,station,After Jurong Port Road,BUS,103.718412,1.3143262
21141,station,After Jalan Buroh,BUS,103.7195548,1.3152286
21149,station,Jurong Port Workshops,BUS,103.7198671,1.3156339
21151,station,CWT Distripark,BUS,103.7199028,1.3172292
21159,station,Sin Soon Huat,BUS,103.7204262,1.3187074
21161,station,Blk 220,BUS,103.7127175,1.3504873
21169,station,Jurong Junior College,BUS,103.7128081,1.3507528
21171,station,Opposite Corporation Place,BUS,103.719091,1.325848
21179,station,Corporation Place,BUS,103.7193712,1.3259
21181,station,Opposite Blk 5,BUS,103.7209968,1.3299778
21189,station,Blk 5,BUS,103.721139,1.330039
21191,station,Jurong Stadium,BUS,103.7204552,1.3329022
21199,station,Opposite Jurong Stadium,BUS,103.720457,1.333476
21201,station,Sime Rengo Packaging Limited,BUS,103.717709,1.336816
21209,station,Opposite Sime Rengo Packaging Limited,BUS,103.718198,1.336793
21211,station,Opposite Lakepoint Condominium,BUS,103.7160659,1.3400526
21219,station,Lakepoint Condominium,BUS,103.7162796,1.3400738
21229,station,Opposite Singapore Aerospace Manufacturing,BUS,103.7160394,1.3420614
21231,station,Blk 203,BUS,103.716035,1.343633
21239,station,Opposite Blk 203,BUS,103.7163557,1.344382
21241,station,Blk 220,BUS,103.7123986,1.3497704
21249,station,Blk 213,BUS,103.7124789,1.3495815
21251,station,Sime Darby,BUS,103.710209,1.3362465
21259,station,Opposite Sime Darby,BUS,103.7104826,1.3360238
21261,station,Before Smithkline,BUS,103.7102547,1.333919
21269,station,Unit 53,BUS,103.7104928,1.3342217
21271,station,Opposite Assyakirin Mosque,BUS,103.719475,1.334659
21279,station,Assyakirin Mosque,BUS,103.71953,1.3349128
21291,station,Opposite Bilcon Industrial,BUS,103.7094749,1.315856
21299,station,After Bilcon Industrial,BUS,103.7098619,1.3157893
21301,station,Opposite Jalan Pesawat,BUS,103.7100044,1.31846
21309,station,After Jalan Pesawat,BUS,103.710337,1.318898
21311,station,Before Tractor Road,BUS,103.7095683,1.3232261
21319,station,Opposite Tractor Road,BUS,103.7098118,1.3237859
21321,station,BRC Weld Mesh Factory,BUS,103.7088387,1.3262396
21329,station,Opposite BRC Weld Mesh Factory,BUS,103.7090343,1.3268824
21331,station,Opposite Premier Milk Private Limited,BUS,103.7079811,1.3303372
21339,station,Premier Milk Private Limited,BUS,103.7083336,1.3304458
21341,station,Opposite Beecham Private Limited,BUS,103.7089433,1.3352466
21349,station,Beecham Private Limited,BUS,103.7092643,1.3350361
21351,station,Opposite Chartered Industrial,BUS,103.7095733,1.3387985
21359,station,Chartered Industrial,BUS,103.7099691,1.3386631
21361,station,Blk 695,BUS,103.7076479,1.3430756
21369,station,Opposite Blk 695,BUS,103.7080953,1.343
21371,station,Blk 680C,BUS,103.7062055,1.3452321
21379,station,Blk 263,BUS,103.7065208,1.3453802
21381,station,Saint Joseph's Home,BUS,103.7085773,1.3496652
21389,station,Opposite Saint Joseph's Home,BUS,103.7090342,1.3494756
21391,station,River Valley High School,BUS,103.7086329,1.3449406
21399,station,Opposite River Valley High School,BUS,103.7078898,1.3447136
21409,station,Blk 191,BUS,103.712382,1.343525
21411,station,Opposite Blk 188,BUS,103.7103191,1.3438965
21419,station,Blk 188,BUS,103.7105878,1.3438939
21421,station,Blk 176,BUS,103.7101993,1.3469812
21429,station,Blk 185,BUS,103.7106297,1.3474281
21431,station,Blk 210,BUS,103.7124591,1.3476062
21439,station,Boon Lay Community Club,BUS,103.7116964,1.3483377
21441,station,Blk 207,BUS,103.7131998,1.3464902
21449,station,Boon Lay Shopping Centre,BUS,103.713061,1.3463476
21451,station,Blk 206,BUS,103.7149922,1.3454193
21459,station,Blk 209,BUS,103.714793,1.3455878
21461,station,Before Lorong Tukang Lima,BUS,103.717982,1.327409
21469,station,Before Chia Ping Road,BUS,103.718072,1.327483
21471,station,After Lorong Tukang Empat,BUS,103.715449,1.326853
21479,station,Hup Leck Heavy Equipment,BUS,103.71565,1.32692
21481,station,Before Lorong Tukang Dua,BUS,103.712136,1.326111
21489,station,After Ray Lee,BUS,103.712685,1.326269
21491,station,Before Boon Lay Way,BUS,103.710862,1.326981
21499,station,Before Jalan Tukang,BUS,103.710989,1.326604
21501,station,Premier Milk Private Limited,BUS,103.710061,1.330503
21509,station,Opposite Meiji Seika,BUS,103.709952,1.331147
21511,station,Opposite Amoy Canning,BUS,103.7109299,1.333004
21519,station,Amoy Canning,BUS,103.7113965,1.3329908
21521,station,PB Packaging Systems,BUS,103.7145574,1.3340806
21529,station,Opposite Grandluxe,BUS,103.7150794,1.3341062
21531,station,Clariant Singapore,BUS,103.7163375,1.3318659
21539,station,Opposite Kaily Packaging,BUS,103.716343,1.3313856
21541,station,Jurong Town Swimming Complex,BUS,103.7198347,1.3313893
21549,station,Automotive Technology,BUS,103.7190035,1.3308818
21551,station,Blk 151,BUS,103.721017,1.326605
21559,station,CISCO Recall,BUS,103.720539,1.326652
21561,station,Blk 158,BUS,103.7227562,1.3287818
21569,station,Opposite Blk 158,BUS,103.7229206,1.3284983
21571,station,Opposite Jurong Secondary School,BUS,103.723115,1.330621
21579,station,Jurong Secondary School,BUS,103.723098,1.330116
21581,station,Blk 65,BUS,103.7232892,1.3324502
21589,station,Blk 103,BUS,103.72348,1.3324712
21591,station,Opposite Blk 117,BUS,103.7224189,1.3347566
21599,station,Blk 117,BUS,103.7227181,1.3346822
21601,station,Blk 357,BUS,103.7210862,1.3372752
21609,station,Opposite Blk 364,BUS,103.7210675,1.3377378
21611,station,Blk 367,BUS,103.7193123,1.338356
21619,station,After Corporation Road,BUS,103.7181803,1.33793
21621,station,Blk 354,BUS,103.7219642,1.3391577
21629,station,Blk 99,BUS,103.722587,1.3394243
21631,station,Opposite Japanese Garden,BUS,103.7249685,1.3336158
21639,station,Japanese Garden,BUS,103.7251649,1.3338038
21641,station,Opposite Lakeside Apartment,BUS,103.7250234,1.3361741
21649,station,Lakeside Apartment,BUS,103.725267,1.3363055
21651,station,Opposite Chinese Garden,BUS,103.7239992,1.3387454
21659,station,Chinese Garden,BUS,103.724101,1.338958
21661,station,Yuan Ching Secondary School,BUS,103.72142,1.341834
21669,station,Opposite Blk 134D,BUS,103.722081,1.341306
21671,station,Blk 331,BUS,103.7237432,1.3380282
21679,station,Blk 329,BUS,103.7236433,1.3377111
21681,station,Opposite Blk 200,BUS,103.7146808,1.3423007
21689,station,Blk 200,BUS,103.714463,1.342423
21691,station,Opposite Jurong Fire Station,BUS,103.711953,1.3413251
21699,station,Jurong Fire Station,BUS,103.712051,1.341533
21711,station,Between Blks 523/525,BUS,103.7158181,1.3469969
21719,station,Opposite Blk 529,BUS,103.7150989,1.3477514
21751,station,Jurong Secondary School,BUS,103.7248016,1.3308199
21759,station,Opposite Jurong Secondary School,BUS,103.7249471,1.3301784
21761,station,Blk 143,BUS,103.72477,1.328328
21769,station,Opposite Blk 143,BUS,103.7249814,1.3284783
21771,station,After Corporation Drive,BUS,103.723817,1.326577
21779,station,After Yuan Ching Road,BUS,103.72433,1.3264098
22009,station,Boon Lay Interchange,BUS,103.7054688,1.3393074
22011,station,Jurong BirdPark,BUS,103.707772,1.3213094
22019,station,Opposite Jurong BirdPark,BUS,103.7070939,1.3220248
22021,station,Opposite PCI,BUS,103.703567,1.3217077
22029,station,PCI,BUS,103.7026041,1.3224275
22031,station,Sankyu Singapore,BUS,103.6986225,1.3221904
22039,station,Markono Holdings,BUS,103.6984727,1.3228363
22041,station,After Tanjong Kling Road,BUS,103.6987671,1.3146396
22049,station,Before Tanjong Kling Road,BUS,103.6979138,1.3144395
22051,station,Opposite Sembawang Kimtrans,BUS,103.702072,1.3138613
22059,station,Sembawang Kimtrans,BUS,103.7013816,1.3135317
22061,station,Opposite Cooling System Private Limited,BUS,103.704635,1.3142673
22069,station,Cooling System Private Limited,BUS,103.7051556,1.3139809
22071,station,Before Jurong Pier Road,BUS,103.706955,1.3143364
22079,station,After Jurong Pier Road,BUS,103.70805,1.313944
22081,station,Opposite Natsteel,BUS,103.7004169,1.3059425
22089,station,Natsteel,BUS,103.7008216,1.3059179
22091,station,After Jalan Samulun,BUS,103.6965664,1.308827
22099,station,Before Jalan Samulun,BUS,103.696897,1.308847
22141,station,After Jalan Buroh,BUS,103.6963101,1.3172897
22149,station,Before Jalan Buroh,BUS,103.6959821,1.3174233
22151,station,Hitachi,BUS,103.6962788,1.321008
22159,station,Opposite Hitachi,BUS,103.6966273,1.3209656
22161,station,Opposite Overseas Textile Industrial,BUS,103.6963701,1.3253289
22169,station,Opposite Joo Ann Eating House,BUS,103.6966966,1.3262611
22171,station,AMTEK,BUS,103.6963729,1.3295025
22179,station,Before Secura,BUS,103.6967059,1.3301285
22181,station,Singapore Post,BUS,103.6963597,1.3330513
22189,station,Before Singapore Post,BUS,103.6966722,1.3336908
22191,station,Soon Lee Depot,BUS,103.6983831,1.3313559
22199,station,Opposite Soon Lee Depot,BUS,103.6985274,1.3311569
22219,station,After Neythal Road,BUS,103.702592,1.327711
22221,station,After Pioneer Road North,BUS,103.697982,1.327879
22229,station,Before Pioneer Road North,BUS,103.698814,1.32771
22231,station,Blk 639,BUS,103.6972413,1.3408038
22239,station,Blk 624,BUS,103.697419,1.3408519
22241,station,Opposite Blk 622,BUS,103.699408,1.3401186
22249,station,Blk 622,BUS,103.6986896,1.3401661
22251,station,Blk 665A,BUS,103.7027565,1.3407495
22259,station,Blk 668D,BUS,103.7025719,1.3408819
22271,station,Jebsen & Jessen,BUS,103.700201,1.3292534
22281,station,After Soon Lee Road,BUS,103.7037654,1.3285303
22289,station,Before Fan Yoong Road,BUS,103.7028837,1.3292612
22299,station,Seng Mee Trading,BUS,103.701751,1.3307101
22309,station,After Fan Yoong Road,BUS,103.703367,1.333334
22319,station,Chun Chun Manufacturing,BUS,103.70549,1.332024
22329,station,Opposite Sam Mccoy Engineering,BUS,103.705041,1.330249
22331,station,Jurong Shipyard,BUS,103.703161,1.304904
22341,station,Blk 673C,BUS,103.7010596,1.3449112
22349,station,Blk 734A,BUS,103.70086,1.345221
22351,station,Opposite Blk 717,BUS,103.6980612,1.3428038
22359,station,Blk 717,BUS,103.6972747,1.3425326
22361,station,Blk 641,BUS,103.6959679,1.3408191
22369,station,Blk 705,BUS,103.6953725,1.3406327
22391,station,Before Jalan Buroh,BUS,103.695716,1.3134231
22399,station,After Jalan Buroh,BUS,103.6960247,1.3134319
22401,station,After Shipyard Road,BUS,103.6971244,1.3101027
22409,station,Before Shipyard Road,BUS,103.6974645,1.3101162
22411,station,Blk 676B,BUS,103.7037884,1.346246
22419,station,Jurong West Sub-Station,BUS,103.7030695,1.3462641
22421,station,National Oxygen Private Limited,BUS,103.6986805,1.3077134
22429,station,Opposite National Oxygen Private Limited,BUS,103.6992078,1.3072162
22431,station,Opposite Par Investment,BUS,103.707363,1.333077
22439,station,After Par Investment,BUS,103.706791,1.3331242
22441,station,Blk 669,BUS,103.7035969,1.3427805
22449,station,Blk 685B,BUS,103.7037456,1.3427181
22451,station,Opposite Blk 643,BUS,103.6955725,1.3382792
22459,station,Blk 643,BUS,103.6957948,1.3385797
22461,station,Opposite Blk 653B,BUS,103.6961795,1.3359489
22469,station,Blk 653B,BUS,103.6963997,1.336485
22471,station,Before Pioneer Road North,BUS,103.693146,1.3350813
22479,station,After Pioneer Road North,BUS,103.6931267,1.3347342
22481,station,Blk 691A Carpark,BUS,103.7056003,1.3425518
22489,station,Blk 683A,BUS,103.705449,1.3426122
22491,station,Blk 662D,BUS,103.7047552,1.337272
22499,station,Opposite Blk 662C,BUS,103.7048626,1.3375777
22501,station,Blk 662A,BUS,103.703119,1.3376991
22509,station,Blk 663E,BUS,103.7032296,1.3379962
22511,station,Blk 658C,BUS,103.7003124,1.3374466
22519,station,Blk 608,BUS,103.7000083,1.3377635
22521,station,Blk 651A,BUS,103.6973131,1.3373961
22529,station,Blk 649A,BUS,103.6973625,1.3378059
22531,station,Opposite Jurong West Primary School,BUS,103.6981057,1.339245
22539,station,Jurong West Primary School,BUS,103.6983838,1.3392848
22541,station,Blk 655,BUS,103.697746,1.334971
22549,station,Opposite Blk 655,BUS,103.6980037,1.334644
22551,station,Blk 657,BUS,103.700713,1.33496
22559,station,Opposite Blk 657,BUS,103.7008558,1.3346931
22561,station,Blk 660,BUS,103.70425,1.334971
22569,station,Opposite Blk 660,BUS,103.7045816,1.3346503
22591,station,Blk 670A,BUS,103.7031218,1.3444936
22599,station,Blk 678D,BUS,103.7033048,1.3445413
22609,station,Soon Lee Bus Park,BUS,103.6983043,1.3304814
23009,station,Oasis Sakra,BUS,103.704844,1.266899
23011,station,Carrier Transicold Private Limited,BUS,103.6926176,1.3223732
23019,station,Nippon Paint,BUS,103.6926821,1.3230245
23021,station,General Motors,BUS,103.6856102,1.3224108
23029,station,Stamford Tyre,BUS,103.6864772,1.3230286
23031,station,Phillips Electronics,BUS,103.6808817,1.3223968
23039,station,Opposite Phillips Electronics,BUS,103.6814484,1.3230437
23041,station,Opposite Jurong Camp,BUS,103.6905265,1.3333351
23049,station,Jurong Camp,BUS,103.6907069,1.334194
23051,station,Before Kian Teck Road,BUS,103.6893374,1.3317251
23059,station,After Kian Teck Road,BUS,103.688164,1.33072
23061,station,After Kian Teck Road,BUS,103.6866604,1.329491
23069,station,Before Kian Teck Road,BUS,103.6858131,1.3298957
23071,station,Opposite SAFTI Military Institute,BUS,103.682608,1.329801
23079,station,SAFTI Military Institute,BUS,103.6818239,1.3301737
23081,station,Opposite Singapore Discovery Centre,BUS,103.678355,1.3300826
23089,station,Singapore Discovery Centre,BUS,103.678649,1.3304366
23091,station,Nippon,BUS,103.6928414,1.3245139
23099,station,Before First Lok Yang Road,BUS,103.6928713,1.3246787
23101,station,Opposite Nichias (S),BUS,103.69097,1.324527
23109,station,After Third Lok Yang Road,BUS,103.6907042,1.3246756
23111,station,Hitachi Cable,BUS,103.6884594,1.3246802
23119,station,Opposite Hitachi Cable Private Limited,BUS,103.6884303,1.3245154
23121,station,Hitachi Cable,BUS,103.685806,1.3245252
23129,station,Opposite PCB Limited,BUS,103.6855887,1.3246743
23131,station,Opposite Leroy Somer,BUS,103.684053,1.325431
23139,station,Before Lok Yang Way,BUS,103.6841909,1.3251831
23141,station,Opposite Varco,BUS,103.684011,1.3266521
23149,station,Metoxide Private Limited,BUS,103.6841748,1.3268409
23151,station,Containers Printers,BUS,103.6848529,1.327891
23159,station,After Fifth Lok Yang Road,BUS,103.6856641,1.3276113
23161,station,Promoter Group,BUS,103.68868,1.327879
23169,station,Before Kian Teck Road,BUS,103.6886893,1.3276475
23171,station,SKK (S) Private Limited,BUS,103.6911349,1.3278849
23179,station,After Second Lok Yang Road,BUS,103.6911724,1.3276591
23181,station,After Kian Teck Road,BUS,103.694496,1.3279119
23189,station,Before First Lok Yang Road,BUS,103.693917,1.3276452
23191,station,Opposite Singapore Transport Private Limited,BUS,103.6835888,1.3196758
23199,station,Singapore Transport Private Limited,BUS,103.683102,1.3195076
23201,station,Opposite Shimano Private Limited,BUS,103.6862614,1.31967
23209,station,After Shimano Private Limited,BUS,103.6858011,1.3195011
23211,station,Opposite Regent Motors,BUS,103.6892696,1.3178907
23219,station,After Regent Motors,BUS,103.6886141,1.3182128
23221,station,After Gul Way,BUS,103.6717531,1.3089489
23229,station,Opposite Gul Way,BUS,103.6718139,1.3086691
23231,station,Keppel Logistics,BUS,103.6750388,1.3093463
23239,station,Opposite Keppel Logistics,BUS,103.675166,1.3091127
23241,station,After Benoi Road,BUS,103.6797863,1.3102447
23249,station,Before Benoi Road,BUS,103.6792635,1.309835
23251,station,After Shipyard Road,BUS,103.6837992,1.3117186
23259,station,Before Shipyard Road,BUS,103.6836789,1.3113941
23261,station,Opposite Exxon Mobil,BUS,103.6858832,1.3127242
23269,station,Exxon Mobil,BUS,103.6858506,1.3124428
23271,station,After Benoi Sector,BUS,103.6917032,1.315346
23279,station,Before Benoi Sector,BUS,103.6916305,1.3149347
23281,station,After Pioneer Road,BUS,103.67894,1.306475
23291,station,Singapore Shipbldg Engineering,BUS,103.679265,1.303808
23301,station,Before Benoi Basin,BUS,103.679514,1.301688
23311,station,Keppel Shipyard,BUS,103.677497,1.301802
23321,station,Opposite Sinip Steel Private Limited,BUS,103.6761865,1.3040276
23331,station,Opposite JP Nelson,BUS,103.6758203,1.3068564
23341,station,After Pioneer Road,BUS,103.6785367,1.3111385
23349,station,Before Pioneer Road,BUS,103.6786959,1.3107787
23351,station,After Gul Avenue,BUS,103.6787386,1.3161354
23359,station,Opposite Gul Avenue,BUS,103.6788748,1.315042
23361,station,Opposite Singapore WaRehabilitatione & Transport,BUS,103.678882,1.319147
23369,station,Singapore WaRehabilitatione & Transport,BUS,103.679058,1.319047
23371,station,Opposite Hitachi Elect Devices,BUS,103.679241,1.326685
23379,station,Hitachi Elect Devices,BUS,103.6793954,1.3264889
23381,station,Plant Engineering,BUS,103.6944023,1.3077497
23389,station,Opposite Plant Engineering,BUS,103.6937924,1.3075614
23391,station,Far East Levingston,BUS,103.6921481,1.3047784
23399,station,Opposite Far East Levingston,BUS,103.6923372,1.3053088
23401,station,Opposite Mobil Marine Terminal,BUS,103.6895257,1.3034124
23409,station,Mobil Marine Terminal,BUS,103.6892668,1.3035162
23411,station,After Jurong Marine Base,BUS,103.6865439,1.303658
23419,station,Opposite Jurong Marine Base,BUS,103.6862643,1.3038529
23421,station,Comfort Holdings,BUS,103.6845834,1.3053061
23429,station,Opposite Comfort Holdings,BUS,103.6847263,1.3045958
23431,station,SEMCO,BUS,103.6845733,1.3081408
23439,station,Opposite SML Shipyard Limited,BUS,103.6846996,1.3077518
23441,station,Opposite Benoi Place,BUS,103.678619,1.3129986
23449,station,Benoi Place,BUS,103.6787837,1.3128483
23451,station,Jurong Shipyard,BUS,103.697306,1.3040432
23461,station,Selco Private Limited,BUS,103.696476,1.305454
23469,station,Opposite Selco Private Limited,BUS,103.6968572,1.3050809
23471,station,Before Singapore Transport Private Limited,BUS,103.6809657,1.3197272
23479,station,After Singapore Transport Private Limited,BUS,103.680222,1.319565
23481,station,Molex,BUS,103.6817202,1.3279269
23489,station,Opposite Molex,BUS,103.680467,1.3275934
23491,station,Joo Koon Station,BUS,103.6777663,1.3279319
23499,station,Joo Koon Station,BUS,103.6781295,1.3275286
23501,station,After Pioneer Road North,BUS,103.6959008,1.3244953
23509,station,Hoe Keng Motor,BUS,103.6955824,1.3246731
23511,station,Opp Singapore Refining Co.,BUS,103.7124746,1.2916138
23519,station,Singapore Refining Co.,BUS,103.712001,1.291422
23521,station,Bef Seraya Ave,BUS,103.7195038,1.2817432
23529,station,Aft Seraya Ave,BUS,103.7189786,1.2816114
23531,station,Aft Ayer Merbau Rd,BUS,103.713378,1.277389
23539,station,Bef Ayer Merbau Rd,BUS,103.708938,1.274674
23541,station,Opp Jurong Island Fire Stn,BUS,103.7092682,1.274498
23549,station,Exxon Mfg Cplx,BUS,103.688043,1.266801
23551,station,Bef Oasis @ Sakra,BUS,103.706399,1.269434
23559,station,Opp Oasis @ Sakra,BUS,103.705922,1.269495
23569,station,Aft Sakra Ave,BUS,103.6953387,1.2666802
23579,station,Exxonmobil Chemical,BUS,103.688226,1.267033
23581,station,P Seraya Power Stn,BUS,103.719495,1.278719
23589,station,Seraya Chemical,BUS,103.725392,1.272837
23591,station,Opp Croda Singapore,BUS,103.723816,1.274464
23599,station,Opp Denka Singapore,BUS,103.722401,1.275871
23601,station,Pcs Cplx,BUS,103.715075,1.27301
23611,station,Smag Cplx,BUS,103.700795,1.261953
23621,station,Poval Asia,BUS,103.703078,1.259671
23629,station,Airproduct Singapore,BUS,103.701602,1.260256
23631,station,Du Pont Singapore,BUS,103.705474,1.258487
23641,station,Oronite Singapore Plant,BUS,103.701395,1.262699
23649,station,Aft Sakra Rd Roundabout,BUS,103.698678,1.256472
23659,station,Eastman Chemical,BUS,103.696711,1.2640409
23669,station,Mitsui Bisphenol Singapore,BUS,103.6977823,1.2630882
23671,station,Continental,BUS,103.720297,1.28764
23679,station,Opp Continental,BUS,103.720023,1.287532
23681,station,Rotary Engrg,BUS,103.715898,1.278138
23689,station,Opp Rotary Engrg,BUS,103.71549,1.278274
23691,station,Opp 230kv Sub,BUS,103.708327,1.270969
23699,station,230kv Sub,BUS,103.708097,1.2712
24011,station,M.C. Packaging Private Limited,BUS,103.6776512,1.3222947
24019,station,Liang Huat Industrial Complex,BUS,103.6772208,1.3229005
24021,station,Meritor Heavy Vehicle Systems,BUS,103.670891,1.321823
24029,station,Mazak Singapore,BUS,103.6713173,1.3224793
24041,station,Opposite Pasir Laba Camp,BUS,103.6750084,1.3303188
24049,station,Pasir Laba Camp,BUS,103.6737852,1.3309243
24089,station,After Gul Avenue,BUS,103.6707179,1.3145222
24129,station,Opposite Yeow San Private Limited,BUS,103.669817,1.326173
24139,station,Opposite Toyo Ink,BUS,103.672462,1.327456
24149,station,Industrial Services Private Limited,BUS,103.675192,1.32763
24159,station,After Joo Koon Road,BUS,103.676661,1.326923
24169,station,Before Gul Circle,BUS,103.6667003,1.3103312
24179,station,Opposite Hong Hock Hardware,BUS,103.6647713,1.3094033
24189,station,Tai Sin Electric Cables,BUS,103.6619438,1.3111823
24199,station,JB Industrial Private Limited,BUS,103.6599555,1.3130777
24209,station,After Gul Lane,BUS,103.6599858,1.3153029
24219,station,Toyo Glass Machinery,BUS,103.6627217,1.3182245
24229,station,After Gul Street 3,BUS,103.6662039,1.3195497
24239,station,Before Gul Street 1,BUS,103.6690316,1.3197508
24249,station,Asiatic Agricultural Industrial,BUS,103.672263,1.3199616
24259,station,Chong Trading Private Limited,BUS,103.6756978,1.3202421
24269,station,Sing Huat Hardware,BUS,103.67664,1.318003
24279,station,Cameron Iron Works,BUS,103.6767424,1.3148101
24289,station,Opposite Keppel T & T,BUS,103.6748848,1.3124004
24299,station,After Gul Way,BUS,103.671728,1.3121784
24301,station,Opposite AMF Far East,BUS,103.665892,1.3125569
24331,station,Opposite Robin Shipyard,BUS,103.6687571,1.3085589
24339,station,Robin Shipyard,BUS,103.6688759,1.3083571
24341,station,Opposite Keppel Shipyard,BUS,103.6707012,1.2955943
24349,station,Keppel Shipyard,BUS,103.6709005,1.2955641
24351,station,Opposite Singapore Takada Industrial,BUS,103.6684413,1.2980546
24359,station,Singapore Takada Industrial,BUS,103.668857,1.2978226
24369,station,Dyna-Mac Engineering Services,BUS,103.6670025,1.3007934
24379,station,Opposite Asia Industrial Gases,BUS,103.6659023,1.30367
24381,station,GE Keppel Energy Services,BUS,103.6655197,1.3067047
24389,station,Opposite GE Keppel Energy Services,BUS,103.665332,1.3069022
24391,station,Chem-Solv Technologies,BUS,103.664759,1.298149
24401,station,Hoe Huat Engineering,BUS,103.6635616,1.3003132
24411,station,Gul Camp,BUS,103.6617338,1.302425
24421,station,Opposite Pan Abrasives Limited,BUS,103.6595,1.3046105
24431,station,After Pioneer Sector 2,BUS,103.65767,1.3072696
24441,station,Opposite Hoechst Singapore,BUS,103.6606077,1.3074242
24451,station,After Singapore Steel Limited,BUS,103.6637682,1.3059976
24461,station,Smarty Bukit Oilfield,BUS,103.6663086,1.2972904
24489,station,Steel Storage Asia,BUS,103.67108,1.325759
24499,station,Chuan Kiat Metal & Industrial,BUS,103.674436,1.325967
